iter	F1	Logloss
339	0.6910688141	0.2600021117
340	0.6912948061	0.2597842612
341	0.6908159532	0.2595451968
342	0.6912948061	0.259324134
343	0.6912948061	0.259212657
344	0.6915477497	0.2589967617
345	0.691773309	0.2588640381
346	0.6918008785	0.2587047848
347	0.6925329429	0.25851596
348	0.6927578639	0.2582871761
349	0.6937134503	0.2581881663
350	0.6937134503	0.2580198804
351	0.6934893928	0.257896528
352	0.6941907198	0.2577487047
353	0.6953981008	0.2575799736
354	0.6953981008	0.2574476835
355	0.6958744067	0.2572395196
356	0.696350365	0.2570528796
357	0.697080292	0.2568220122
358	0.697810219	0.2567163039
359	0.6980649872	0.2566050185
360	0.6994894238	0.2564785599
361	0.6992344149	0.2563293885
362	0.6992344149	0.2561764835
363	0.7001821494	0.2560151374
364	0.7001821494	0.255944372
365	0.701345944	0.2557523784
366	0.7018565708	0.2555325538
367	0.7016011645	0.2553922466
368	0.7016011645	0.2551930103
369	0.7027616279	0.2549885623
370	0.7032328369	0.2548116359
371	0.7025063567	0.2546186207
372	0.7034482759	0.2544103356
373	0.7034883721	0.2542214483
374	0.7037037037	0.2541143119
375	0.7034482759	0.253963721
376	0.7049001815	0.2536855128
377	0.7049001815	0.2534755351
378	0.7058823529	0.253311534
379	0.7063520871	0.2531491097
380	0.7070780399	0.25290847
381	0.7066085694	0.2527598363
382	0.7078039927	0.2525682532
383	0.7082728592	0.2523668991
384	0.708952519	0.2522290711
385	0.708952519	0.2521268899
386	0.708484409	0.2518933861
387	0.708484409	0.2517215144
388	0.7077592458	0.2515729261
389	0.708484409	0.2514744658
390	0.708952519	0.2512590059
391	0.7086956522	0.2511059365
392	0.708952519	0.2509779211
393	0.708952519	0.2507453456
394	0.7092095722	0.250580318
395	0.7098877218	0.2504007512
396	0.7103548154	0.2502290707
397	0.708952519	0.2499015285
398	0.708952519	0.2497958928
399	0.7096774194	0.2496536687
400	0.7106120971	0.2495404301
401	0.7110789283	0.2493669477
402	0.7110789283	0.2493142205
403	0.7120115774	0.2491314723
404	0.7120115774	0.2490046138
405	0.712477396	0.2488308954
406	0.7134080231	0.2485805256
407	0.7134587554	0.2483777754
408	0.7136659436	0.2482830957
409	0.7141308276	0.248136945
410	0.7141308276	0.2480164602
411	0.7150595883	0.2478073049
412	0.7155234657	0.2476411855
413	0.7152652472	0.2474819233
414	0.7166546503	0.2473927055
415	0.71619185	0.2472637472
416	0.7167087694	0.2470821079
417	0.716967509	0.2469164269
418	0.7167630058	0.2467682323
419	0.7155764366	0.2466305925
420	0.7160404624	0.2465224012
421	0.7157818707	0.2462462242
422	0.7169130905	0.2460208629
423	0.7164502165	0.2459106642
424	0.7182997118	0.2457212452
425	0.7182997118	0.2456884589
426	0.7182997118	0.2455467106
427	0.7182997118	0.2454572368
428	0.7190201729	0.2453173957
429	0.7194814548	0.2451563611
430	0.720662347	0.2449918566
431	0.720662347	0.2448719418
432	0.7209218581	0.2446779402
433	0.720259553	0.2445083417
434	0.7204610951	0.2443249205
435	0.7213822894	0.2441714423
436	0.7216420598	0.2440514999
437	0.7213822894	0.2438737713
438	0.7235421166	0.243704184
439	0.7230824631	0.2435838146
440	0.7247838617	0.243402051
441	0.7247838617	0.2433889556
442	0.7253064167	0.2432546238
443	0.7253064167	0.2430675719
444	0.7243867244	0.2429103612
445	0.7241254959	0.2427955016
446	0.7234042553	0.2426767015
447	0.7234042553	0.2426039506
448	0.7236652237	0.2424104439
449	0.7259632697	0.2421817831
450	0.7271418287	0.2419741979
451	0.7266834714	0.2418256433
452	0.7266834714	0.2415961555
453	0.728057554	0.2414377175
454	0.7278617711	0.2413296762
455	0.728057554	0.2410903241
456	0.7275998561	0.2409196238
457	0.7287769784	0.2406872488
458	0.7278617711	0.2405692873
459	0.7283195394	0.2404059912
460	0.7292340885	0.2402387462
461	0.7289719626	0.2400353871
462	0.7287100252	0.2398748369
463	0.7292340885	0.2397537873
464	0.7279913762	0.2395437241
465	0.7282530554	0.2393635145
466	0.7282530554	0.2392427526
467	0.7287100252	0.2391408275
468	0.7287100252	0.2390420016
469	0.7294286741	0.2389226602
470	0.7296908699	0.2386992927
471	0.7304097771	0.2385079771
472	0.7313218391	0.238359722
473	0.7307968413	0.2381098215
474	0.7317773788	0.2379406362
475	0.7313218391	0.2378067897
476	0.7318475917	0.2376346494
477	0.7318475917	0.2374791561
478	0.7325664989	0.2373225774
479	0.7341954023	0.2371907018
480	0.7346499102	0.2370687479
481	0.7340043134	0.2368017336
482	0.7340043134	0.2366852182
483	0.7341954023	0.2365529218
484	0.7346499102	0.2364189733
485	0.7346499102	0.2363026569
486	0.7349137931	0.2361996162
487	0.7346499102	0.2360585649
488	0.7353680431	0.235808504
489	0.7351778656	0.2356065091
490	0.7351778656	0.2355030972
491	0.735442128	0.2354054634
492	0.7358965146	0.2352545449
493	0.7363505747	0.2351599698
494	0.7363505747	0.2350419112
495	0.7369931826	0.2348484791
496	0.7381635581	0.2347878006
497	0.7397064089	0.234649375
498	0.7401574803	0.2345382882
499	0.7404224848	0.234372369
